date,ticker,signal,entry,stop_loss,target,range_size,exit_price,exit_reason,shares,gross_pnl,costs,net_pnl,win
2026-02-20,NIFTY,BUY,25524.7,25380.35,25669.05,144.35,25571.95,TIME,3.9178,185.11,95.63,89.48,True
2026-02-20,RELIANCE.NS,BUY,1417.5,1407.1,1427.9,10.4,1418.7,TIME,70.5467,84.65,95.6,-10.95,False
2026-02-23,INFY.NS,SELL,1329.1,1351.7,1306.5,22.6,1325.5,TIME,75.2389,270.86,95.53,175.33,True
2026-02-23,TCS.NS,SELL,2674.2,2704.0,2644.4,29.8,2676.0,TIME,37.3944,-67.31,95.59,-162.9,False
2026-02-24,HDFCBANK.NS,SELL,920.55,925.85,915.25,5.3,915.25,TARGET,108.6307,575.74,95.47,480.28,True
2026-02-24,ICICIBANK.NS,SELL,1393.4,1399.5,1387.3,6.1,1387.3,TARGET,71.7669,437.78,95.49,342.28,True
2026-02-24,INFY.NS,SELL,1277.1,1297.0,1257.2,19.9,1277.2,TIME,78.3024,-7.83,95.58,-103.41,False
2026-02-24,NIFTY,SELL,25483.6,25641.8,25325.4,158.2,25421.2,TIME,3.9241,244.87,95.53,149.34,True
2026-02-24,TCS.NS,SELL,2581.1,2645.0,2517.2,63.9,2574.8,TIME,38.7432,244.08,95.53,148.55,True
2026-02-25,RELIANCE.NS,SELL,1430.0,1440.5,1419.5,10.5,1419.5,TARGET,69.9301,734.27,95.44,638.83,True
2026-02-26,HDFCBANK.NS,SELL,905.4,911.9,898.9,6.5,898.9,TARGET,110.4484,717.91,95.44,622.47,True
2026-02-27,HDFCBANK.NS,SELL,892.5,898.95,886.05,6.45,887.95,TIME,112.0448,509.8,95.48,414.32,True
2026-02-27,ICICIBANK.NS,SELL,1394.1,1401.4,1386.8,7.3,1386.8,TARGET,71.7309,523.64,95.48,428.16,True
2026-02-27,INFY.NS,SELL,1302.4,1335.0,1269.8,32.6,1300.6,TIME,76.7813,138.21,95.55,42.66,True
2026-02-27,NIFTY,SELL,25309.4,25470.15,25148.65,160.75,25148.65,TARGET,3.9511,635.14,95.46,539.68,True
2026-02-27,TCS.NS,SELL,2650.4,2684.9,2615.9,34.5,2639.6,TIME,37.7302,407.48,95.5,311.98,True
2026-03-06,NIFTY,SELL,24588.35,24688.1,24488.6,99.75,24488.6,TARGET,4.067,405.68,95.5,310.18,True
2026-03-11,NIFTY,SELL,24109.85,24298.45,23921.25,188.6,23921.25,TARGET,4.1477,782.25,95.43,686.83,True
2026-03-13,NIFTY,SELL,23311.85,23491.9,23131.8,180.05,23131.8,TARGET,4.2897,772.35,95.43,676.92,True
2026-03-16,NIFTY,BUY,23284.35,23106.45,23462.25,177.9,23106.45,STOP,4.2947,-764.03,95.35,-859.39,False
2026-03-17,NIFTY,BUY,23536.85,23347.4,23726.3,189.45,23607.5,TIME,4.2487,300.17,95.67,204.5,True
2026-03-18,NIFTY,BUY,23754.35,23630.25,23878.45,124.1,23792.55,TIME,4.2098,160.82,95.62,65.19,True
2026-03-23,NIFTY,SELL,22571.4,22838.35,22304.45,266.95,22509.25,TIME,4.4304,275.35,95.53,179.82,True
2026-03-25,NIFTY,BUY,23310.1,23067.75,23552.45,242.35,23300.65,TIME,4.29,-40.54,95.57,-136.1,False
2026-03-27,NIFTY,SELL,22977.55,23173.55,22781.55,196.0,22815.2,TIME,4.3521,706.56,95.44,611.12,True
2026-04-01,NIFTY,SELL,22811.4,22941.0,22681.8,129.6,22681.8,TARGET,4.3838,568.14,95.47,472.67,True
2026-04-07,NIFTY,BUY,22928.35,22720.45,23136.25,207.9,23109.25,TIME,4.3614,788.98,95.81,693.17,True
2026-04-08,NIFTY,BUY,23959.75,23836.9,24082.6,122.85,23994.85,TIME,4.1737,146.49,95.62,50.87,True
2026-04-10,NIFTY,BUY,24001.25,23867.2,24135.3,134.05,24057.5,TIME,4.1664,234.36,95.65,138.72,True
